001/004_2015-07-29_02-53-20.log:<181>Jul 29 03:40:33 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 0-24-e4-0-33-82, IP: 192.168.1.10]
019/036_2015-12-25_03-07-13.log:<181>Dec 25 03:25:04 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: c0-9f-42-7a-ed-2b, IP: 192.168.1.13]
019/036_2015-12-25_03-07-13.log:<181>Dec 25 03:31:06 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: d0-87-e2-33-86-6a, IP: 192.168.179.32]
019/036_2015-12-25_03-07-13.log:<181>Jan  1 00:04:42 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 64-6c-b2-36-c4-9, IP: 192.168.179.35]
019/036_2015-12-25_03-07-13.log:<181>Jan  1 00:07:23 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: c0-9f-42-7a-ed-2b, IP: 192.168.1.13]
019/036_2015-12-25_03-07-13.log:<181>Jan  1 00:18:47 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 64-6c-b2-36-c4-9, IP: 192.168.179.35]
019/036_2015-12-25_03-07-13.log:<181>Jan  1 00:19:08 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 64-6c-b2-36-c4-9, IP: 192.168.179.35]
019/036_2015-12-25_03-07-13.log:<181>Jan  1 00:19:46 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 64-6c-b2-36-c4-9, IP: 192.168.179.35]
019/036_2015-12-25_03-07-13.log:<181>Jan  1 00:20:10 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 64-6c-b2-36-c4-9, IP: 192.168.179.35]
019/036_2015-12-25_03-07-13.log:<181>Jan  1 00:20:38 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 64-6c-b2-36-c4-9, IP: 192.168.179.35]
019/036_2015-12-25_03-07-13.log:<181>Jan  1 00:21:03 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 8c-bf-a6-7e-c3-ed, IP: 192.168.179.33]
019/036_2015-12-25_03-07-13.log:<181>Jan  1 00:21:06 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 8c-bf-a6-7e-c3-ed, IP: 192.168.179.33]
019/036_2015-12-25_03-07-13.log:<181>Jan  1 00:21:58 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 64-6c-b2-36-c4-9, IP: 192.168.179.30]
019/037_2000-01-01_00-22-54.log:<181>Jan  1 00:22:12 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 64-6c-b2-36-c4-9, IP: 192.168.179.30]
019/037_2000-01-01_00-22-54.log:<181>Jan  1 00:22:33 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 8c-bf-a6-7e-c3-ed, IP: 192.168.179.33]
019/037_2000-01-01_00-22-54.log:<181>Jan  1 00:34:03 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: f4-9-d8-6d-e5-52, IP: 192.168.179.31]
019/037_2000-01-01_00-22-54.log:<181>Jan  1 00:42:42 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: e0-ac-cb-84-9e-94, IP: 192.168.1.10]
019/038_2000-01-01_01-02-18.log:<181>Jan  1 01:29:46 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: a4-9a-58-42-2e-e0, IP: 192.168.179.32]
019/039_2000-01-01_01-47-40.log:<181>Jan  1 01:50:44 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 0-f7-6f-ab-15-96, IP: 192.168.179.34]
019/040_2000-01-01_02-42-14.log:<181>Jan  1 00:08:43 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 64-6c-b2-36-c4-9, IP: 192.168.179.31]
019/040_2000-01-01_02-42-14.log:<181>Jan  1 00:12:10 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: f4-9-d8-6d-e5-52, IP: 192.168.179.30]
019/040_2000-01-01_02-42-14.log:<181>Jan  1 00:13:13 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 64-6c-b2-36-c4-9, IP: 192.168.179.32]
019/040_2000-01-01_02-42-14.log:<181>Jan  1 00:15:12 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 8c-bf-a6-7e-c3-ed, IP: 192.168.179.33]
019/040_2000-01-01_02-42-14.log:<181>Jan  1 00:15:14 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 8c-bf-a6-7e-c3-ed, IP: 192.168.179.33]
019/040_2000-01-01_02-42-14.log:<181>Jan  1 00:24:55 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 0-f7-6f-ab-15-96, IP: 192.168.179.34]
019/040_2000-01-01_02-42-14.log:<181>Jan  1 00:24:57 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 0-f7-6f-ab-15-96, IP: 192.168.179.34]
019/040_2000-01-01_02-42-14.log:<181>Jan  1 02:50:32 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: e8-50-8b-df-dc-1, IP: 192.168.179.35]
019/041_2000-01-01_00-46-07.log:<181>Dec 25 13:48:21 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: d0-87-e2-33-86-6a, IP: 192.168.179.35]
019/041_2000-01-01_00-46-07.log:<181>Dec 25 13:48:25 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: d0-87-e2-33-86-6a, IP: 192.168.179.35]
019/041_2000-01-01_00-46-07.log:<181>Dec 25 13:48:46 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: d0-87-e2-33-86-6a, IP: 192.168.179.35]
019/042_2015-12-25_14-38-44.log:<181>Dec 25 14:40:30 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 54-ae-27-b3-de-71, IP: 192.168.179.36]
019/042_2015-12-25_14-38-44.log:<181>Dec 25 14:40:35 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 60-21-c0-7e-19-6d, IP: 192.168.179.37]
019/042_2015-12-25_14-38-44.log:<181>Dec 25 15:25:52 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: f0-25-b7-a1-cd-af, IP: 192.168.1.10]
019/042_2015-12-25_14-38-44.log:<181>Dec 25 18:18:11 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 8c-bf-a6-7e-c3-ed, IP: 192.168.179.33]
019/042_2015-12-25_14-38-44.log:<181>Dec 25 18:18:14 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 8c-bf-a6-7e-c3-ed, IP: 192.168.179.33]
019/042_2015-12-25_14-38-44.log:<181>Dec 25 18:42:00 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: d0-87-e2-33-86-6a, IP: 192.168.179.35]
019/042_2015-12-25_14-38-44.log:<181>Jan  1 00:00:04 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: f8-a9-63-9a-7b-44, IP: 192.168.1.10]
019/043_2015-12-25_18-45-00.log:<181>Dec 25 18:42:16 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: d0-87-e2-33-86-6a, IP: 192.168.179.35]
019/043_2015-12-25_18-45-00.log:<181>Dec 25 18:42:52 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: d0-87-e2-33-86-6a, IP: 192.168.179.35]
019/043_2015-12-25_18-45-00.log:<181>Dec 25 18:45:16 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: e8-50-8b-df-dc-1, IP: 192.168.179.32]
019/043_2015-12-25_18-45-00.log:<181>Dec 25 19:04:18 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: d0-87-e2-33-86-6a, IP: 192.168.179.35]
019/043_2015-12-25_18-45-00.log:<181>Dec 25 19:24:18 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 8c-bf-a6-7e-c3-ed, IP: 192.168.179.33]
019/043_2015-12-25_18-45-00.log:<181>Dec 25 19:24:20 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 8c-bf-a6-7e-c3-ed, IP: 192.168.179.33]
019/043_2015-12-25_18-45-00.log:<181>Dec 25 19:42:35 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 44-74-6c-3f-ad-47, IP: 192.168.179.31]
019/043_2015-12-25_18-45-00.log:<181>Dec 25 20:22:18 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 14-2d-27-19-92-ed, IP: 192.168.1.11]
019/044_2015-12-25_20-34-42.log:<181>Dec 25 20:39:17 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: b8-4f-d5-ae-cd-9f, IP: 192.168.179.30]
019/044_2015-12-25_20-34-42.log:<181>Dec 25 20:39:53 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: b8-4f-d5-ae-cd-9f, IP: 192.168.179.30]
019/044_2015-12-25_20-34-42.log:<181>Dec 25 21:51:57 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 8c-bf-a6-7e-c3-ed, IP: 192.168.179.33]
019/045_2015-12-25_21-58-13.log:<181>Dec 25 22:50:30 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: b0-10-41-b-22-b5, IP: 192.168.179.32]
019/045_2015-12-25_21-58-13.log:<181>Dec 25 22:59:01 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 8c-bf-a6-7e-c3-ed, IP: 192.168.179.33]
019/046_2015-12-25_23-10-30.log:<181>Dec 25 23:14:45 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: b0-10-41-b-22-b5, IP: 192.168.179.32]
019/046_2015-12-25_23-10-30.log:<181>Dec 25 23:34:00 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 64-6c-b2-36-c4-9, IP: 192.168.179.35]
019/046_2015-12-25_23-10-30.log:<181>Dec 25 23:43:09 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 64-6c-b2-36-c4-9, IP: 192.168.179.30]
019/047_2015-12-25_23-58-44.log:<181>Dec 26 06:50:02 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 1c-99-4c-5c-a9-78, IP: 192.168.179.32]
019/048_2015-12-26_07-24-06.log:<181>Dec 26 09:08:38 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: b0-10-41-b-22-b5, IP: 192.168.179.32]
019/050_2015-12-26_10-30-06.log:<181>Dec 26 10:55:15 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 0-f4-b9-47-7d-f0, IP: 192.168.179.31]
019/050_2015-12-26_10-30-06.log:<181>Dec 26 11:06:21 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 8c-bf-a6-7e-c3-ed, IP: 192.168.179.33]
019/050_2015-12-26_10-30-06.log:<181>Dec 26 11:06:25 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 8c-bf-a6-7e-c3-ed, IP: 192.168.179.33]
019/050_2015-12-26_10-30-06.log:<181>Dec 26 11:07:43 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 64-6c-b2-36-c4-9, IP: 192.168.179.31]
019/050_2015-12-26_10-30-06.log:<181>Dec 26 11:17:30 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 48-5a-3f-6c-67-2b, IP: 192.168.179.34]
019/050_2015-12-26_10-30-06.log:<181>Dec 26 11:19:12 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: c8-d7-79-1a-3a-16, IP: 192.168.179.35]
019/050_2015-12-26_10-30-06.log:<181>Dec 26 11:51:00 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 64-6c-b2-36-c4-9, IP: 192.168.179.31]
019/050_2015-12-26_10-30-06.log:<181>Jan  1 00:00:30 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 64-6c-b2-36-c4-9, IP: 192.168.179.30]
019/051_2015-12-26_12-11-51.log:<181>Dec 26 12:20:40 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: a4-9a-58-42-2e-e0, IP: 192.168.179.31]
019/051_2015-12-26_12-11-51.log:<181>Dec 26 12:24:14 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: a4-9a-58-42-2e-e0, IP: 192.168.179.31]
019/051_2015-12-26_12-11-51.log:<181>Dec 26 12:24:17 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: a4-9a-58-42-2e-e0, IP: 192.168.179.31]
019/051_2015-12-26_12-11-51.log:<181>Dec 26 12:44:51 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 64-6c-b2-36-c4-9, IP: 192.168.179.30]
019/051_2015-12-26_12-11-51.log:<181>Dec 26 12:56:28 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: c8-d7-79-1a-3a-16, IP: 192.168.179.33]
019/051_2015-12-26_12-11-51.log:<181>Dec 26 12:59:35 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: c8-d7-79-1a-3a-16, IP: 192.168.179.33]
019/051_2015-12-26_12-11-51.log:<181>Dec 26 13:13:26 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: a4-9a-58-42-2e-e0, IP: 192.168.179.31]
019/051_2015-12-26_12-11-51.log:<181>Dec 26 13:40:33 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 8c-bf-a6-7e-c3-ed, IP: 192.168.179.32]
019/052_2015-12-26_13-48-56.log:<181>Dec 26 13:46:55 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 8c-bf-a6-7e-c3-ed, IP: 192.168.179.33]
019/052_2015-12-26_13-48-56.log:<181>Dec 26 14:02:49 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: d0-87-e2-33-86-6a, IP: 192.168.179.32]
019/052_2015-12-26_13-48-56.log:<181>Dec 26 14:02:56 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: d0-87-e2-33-86-6a, IP: 192.168.179.32]
019/052_2015-12-26_13-48-56.log:<181>Dec 26 14:24:30 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: c8-d7-79-1a-3a-16, IP: 192.168.179.34]
019/052_2015-12-26_13-48-56.log:<181>Dec 26 14:50:20 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: e0-ac-cb-84-9e-94, IP: 192.168.1.10]
019/052_2015-12-26_13-48-56.log:<181>Dec 26 15:09:36 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 64-6c-b2-36-c4-9, IP: 192.168.179.30]
019/052_2015-12-26_13-48-56.log:<181>Dec 26 15:12:16 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: c8-d7-79-1a-3a-16, IP: 192.168.179.34]
019/052_2015-12-26_13-48-56.log:<181>Dec 26 15:12:28 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 90-fd-61-25-f5-ed, IP: 192.168.179.36]
019/052_2015-12-26_13-48-56.log:<181>Dec 26 15:12:39 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 90-fd-61-25-f5-ed, IP: 192.168.179.37]
019/052_2015-12-26_13-48-56.log:<181>Dec 26 15:18:29 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 90-fd-61-25-f5-ed, IP: 192.168.179.38]
019/052_2015-12-26_13-48-56.log:<181>Dec 26 15:18:51 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: c8-d7-79-1a-3a-16, IP: 192.168.179.35]
019/052_2015-12-26_13-48-56.log:<181>Dec 26 15:19:02 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: c8-d7-79-1a-3a-16, IP: 192.168.179.35]
019/052_2015-12-26_13-48-56.log:<181>Dec 26 15:21:40 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: c8-d7-79-1a-3a-16, IP: 192.168.179.35]
019/053_2015-12-26_15-30-03.log:<181>Dec 26 16:17:00 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 64-6c-b2-36-c4-9, IP: 192.168.179.30]
019/053_2015-12-26_15-30-03.log:<181>Dec 26 16:28:21 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 90-fd-61-25-f5-ed, IP: 192.168.179.38]
019/053_2015-12-26_15-30-03.log:<181>Dec 26 16:30:49 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 90-fd-61-25-f5-ed, IP: 192.168.179.38]
019/053_2015-12-26_15-30-03.log:<181>Dec 26 16:35:04 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 8c-bf-a6-7e-c3-ed, IP: 192.168.179.34]
019/053_2015-12-26_15-30-03.log:<181>Dec 26 16:45:17 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: c8-d7-79-1a-3a-16, IP: 192.168.179.35]
019/054_2015-12-26_16-57-06.log:<181>Dec 26 17:16:11 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: cc-29-f5-c-1e-9f, IP: 192.168.1.12]
019/055_2015-12-26_17-49-34.log:<181>Dec 26 18:53:47 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 64-6c-b2-36-c4-9, IP: 192.168.179.30]
019/055_2015-12-26_17-49-34.log:<181>Dec 26 18:57:51 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 48-51-b7-5c-8c-35, IP: 192.168.179.31]
019/056_2015-12-26_19-16-28.log:<181>Dec 26 19:20:18 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 64-6c-b2-36-c4-9, IP: 192.168.179.30]
019/056_2015-12-26_19-16-28.log:<181>Dec 26 19:33:43 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 64-6c-b2-36-c4-9, IP: 192.168.179.30]
019/056_2015-12-26_19-16-28.log:<181>Dec 26 19:56:27 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 64-6c-b2-36-c4-9, IP: 192.168.179.30]
019/056_2015-12-26_19-16-28.log:<181>Dec 26 20:14:40 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 64-6c-b2-36-c4-9, IP: 192.168.179.30]
019/057_2015-12-26_20-32-35.log:<181>Dec 26 21:32:26 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: cc-25-ef-10-95-38, IP: 192.168.1.10]
019/057_2015-12-26_20-32-35.log:<181>Dec 26 21:46:12 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 64-6c-b2-36-c4-9, IP: 192.168.179.30]
019/058_2015-12-26_22-09-57.log:<181>Dec 26 22:10:04 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 48-51-b7-5c-8c-35, IP: 192.168.179.31]
019/058_2015-12-26_22-09-57.log:<181>Dec 26 22:18:52 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 1c-99-4c-be-bd-49, IP: 192.168.179.32]
019/058_2015-12-26_22-09-57.log:<181>Dec 26 22:21:00 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 1c-99-4c-be-bd-49, IP: 192.168.179.32]
019/058_2015-12-26_22-09-57.log:<181>Dec 26 22:21:12 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 1c-99-4c-be-bd-49, IP: 192.168.179.33]
019/058_2015-12-26_22-09-57.log:<181>Dec 26 22:51:33 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: f8-a9-63-9a-7b-44, IP: 192.168.179.32]
019/058_2015-12-26_22-09-57.log:<181>Dec 26 22:52:38 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: f8-a9-63-9a-7b-44, IP: 192.168.179.32]
019/058_2015-12-26_22-09-57.log:<181>Dec 26 22:57:42 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 14-2d-27-19-92-ed, IP: 192.168.1.11]
019/058_2015-12-26_22-09-57.log:<181>Dec 26 22:58:02 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 14-2d-27-19-92-ed, IP: 192.168.1.11]
019/058_2015-12-26_22-09-57.log:<181>Dec 26 22:58:22 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 14-2d-27-19-92-ed, IP: 192.168.1.11]
019/058_2015-12-26_22-09-57.log:<181>Dec 26 22:58:41 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 14-2d-27-19-92-ed, IP: 192.168.1.11]
019/058_2015-12-26_22-09-57.log:<181>Dec 26 22:58:55 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 14-2d-27-19-92-ed, IP: 192.168.1.11]
019/058_2015-12-26_22-09-57.log:<181>Dec 26 23:00:44 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 14-2d-27-19-92-ed, IP: 192.168.1.11]
019/058_2015-12-26_22-09-57.log:<181>Dec 26 23:00:57 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 14-2d-27-19-92-ed, IP: 192.168.1.11]
019/058_2015-12-26_22-09-57.log:<181>Dec 26 23:01:13 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 14-2d-27-19-92-ed, IP: 192.168.1.11]
019/058_2015-12-26_22-09-57.log:<181>Dec 26 23:01:26 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 14-2d-27-19-92-ed, IP: 192.168.1.11]
019/059_2015-12-26_23-27-28.log:<181>Dec 26 23:57:44 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 1c-99-4c-5c-a9-78, IP: 192.168.179.34]
019/059_2015-12-26_23-27-28.log:<181>Dec 27 00:24:51 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: f8-a9-63-9a-7b-44, IP: 192.168.179.32]
019/059_2015-12-26_23-27-28.log:<181>Dec 27 00:24:58 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 14-2d-27-19-92-ed, IP: 192.168.1.11]
019/059_2015-12-26_23-27-28.log:<181>Dec 27 00:25:23 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 14-2d-27-19-92-ed, IP: 192.168.1.11]
019/059_2015-12-26_23-27-28.log:<181>Dec 27 00:41:56 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: d0-87-e2-33-86-6a, IP: 192.168.179.31]
019/059_2015-12-26_23-27-28.log:<181>Dec 27 00:44:49 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: d0-87-e2-33-86-6a, IP: 192.168.179.31]
019/059_2015-12-26_23-27-28.log:<181>Dec 27 00:44:52 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: d0-87-e2-33-86-6a, IP: 192.168.179.31]
019/059_2015-12-26_23-27-28.log:<181>Jan  1 00:00:53 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 1c-99-4c-5c-a9-78, IP: 192.168.179.30]
019/059_2015-12-26_23-27-28.log:<181>Jan  1 00:01:02 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 1c-99-4c-5c-a9-78, IP: 192.168.179.30]
019/060_2015-12-27_00-49-02.log:<181>Dec 27 00:51:58 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 0-24-e4-0-33-82, IP: 192.168.1.10]
019/060_2015-12-27_00-49-02.log:<181>Dec 27 00:53:16 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 1c-99-4c-5c-a9-78, IP: 192.168.179.30]
019/060_2015-12-27_00-49-02.log:<181>Dec 27 00:57:41 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 14-2d-27-19-92-ed, IP: 192.168.1.11]
019/060_2015-12-27_00-49-02.log:<181>Dec 27 00:59:00 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 14-2d-27-19-92-ed, IP: 192.168.1.11]
019/060_2015-12-27_00-49-02.log:<181>Dec 27 00:59:13 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 14-2d-27-19-92-ed, IP: 192.168.1.11]
019/060_2015-12-27_00-49-02.log:<181>Dec 27 01:03:28 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 64-6c-b2-36-c4-9, IP: 192.168.179.33]
019/061_2015-12-27_01-08-36.log:<181>Dec 27 01:11:07 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 1c-99-4c-5c-a9-78, IP: 192.168.179.30]
019/062_2015-12-27_02-00-19.log:<181>Dec 27 02:04:31 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 1c-99-4c-5c-a9-78, IP: 192.168.179.30]
019/062_2015-12-27_02-00-19.log:<181>Dec 27 02:12:28 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 64-6c-b2-36-c4-9, IP: 192.168.179.33]
019/062_2015-12-27_02-00-19.log:<181>Dec 27 03:00:13 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 48-51-b7-5c-8c-35, IP: 192.168.179.34]
019/063_2015-12-27_03-16-05.log:<181>Dec 27 03:46:56 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: d0-87-e2-33-86-6a, IP: 192.168.179.31]
019/063_2015-12-27_03-16-05.log:<181>Dec 27 03:47:00 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: d0-87-e2-33-86-6a, IP: 192.168.179.31]
019/064_2015-12-27_03-56-37.log:<181>Dec 27 05:32:39 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 64-6c-b2-36-c4-9, IP: 192.168.179.32]
019/064_2015-12-27_03-56-37.log:<181>Dec 27 05:33:32 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 64-6c-b2-36-c4-9, IP: 192.168.179.32]
019/064_2015-12-27_03-56-37.log:<181>Dec 27 05:34:01 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 64-6c-b2-36-c4-9, IP: 192.168.179.32]
019/065_2015-12-27_05-39-29.log:<181>Dec 27 05:37:12 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 64-6c-b2-36-c4-9, IP: 192.168.179.32]
019/067_2015-12-27_07-55-24.log:<181>Dec 27 08:30:32 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: b0-10-41-b-22-b5, IP: 192.168.179.32]
019/067_2015-12-27_07-55-24.log:<181>Dec 27 08:32:44 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: b0-10-41-b-22-b5, IP: 192.168.179.32]
019/067_2015-12-27_07-55-24.log:<181>Dec 27 08:39:34 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: b0-10-41-b-22-b5, IP: 192.168.179.32]
019/073_2015-12-27_09-01-06.log:<181>Dec 27 09:10:24 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 1c-99-4c-be-bd-49, IP: 192.168.179.33]
019/073_2015-12-27_09-01-06.log:<181>Dec 27 09:10:26 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 1c-99-4c-be-bd-49, IP: 192.168.179.33]
019/075_2015-12-27_09-39-05.log:<181>Dec 27 09:40:08 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 8c-bf-a6-7e-c3-ed, IP: 192.168.179.34]
019/075_2015-12-27_09-39-05.log:<181>Dec 27 10:10:55 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: a4-9a-58-42-2e-e0, IP: 192.168.179.31]
019/075_2015-12-27_09-39-05.log:<181>Dec 27 10:22:19 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 64-6c-b2-36-c4-9, IP: 192.168.179.32]
019/075_2015-12-27_09-39-05.log:<181>Dec 27 10:24:48 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: a4-9a-58-42-2e-e0, IP: 192.168.179.31]
019/075_2015-12-27_09-39-05.log:<181>Dec 27 10:25:32 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 64-6c-b2-36-c4-9, IP: 192.168.179.32]
